card_id,name,yomi,cost,type,power,effect,lore,set,tag
211,魔装の寿司職人,魔装の寿司職人 / まそうのすししょくにん,3,ヒト,300,場に出た時、自分のデッキから2コスト以下の[魚]又は[植物]のエネルギー2枚までを手札に加える。(これをタップ) 共鳴召喚を行う。,夜にしか開店していない謎の怪物寿司屋の主人。怪物魚を寿司にできる職人はほんの一握りなためファンが少なからずいるが、魚を偽装して提供している噂もある。,MCS12-美食の探求,#モンスターカード
212,魔石の詠唱師,魔石の詠唱師 / ませきのえいしょうし,3,"光,ヒト",600,場に出た時、自分のデッキから[詠唱]1枚までを使用する。(自分の手札から[詠唱]1枚を捨てる) 自分のマナ+1。,"この世の""生""を司る魔術を唱えるヒト。代々受け継がれる魔石の一部を魔杖に宿し、詠唱を行う。",MCS10-詠唱の歌声,#モンスターカード
213,鎧ゴブリン,鎧ゴブリン / よろいごぶりん,3,"騎士,ゴブリン",300,攻撃できない。これが受けるダメージ-1000。,誰かが拾った上質な騎士の鎧をまとったゴブリン。しかし攻撃手段は相変わらず木の棒であり、負けることを理解しているため手を出してこない。,プロモーションカード,#モンスターカード
214,ヘビ,ヘビ / へび,3,毒,700,モンスターとの戦闘時、戦闘相手のパワーで戦闘する。,毒を持つ爬虫類。見るからに危険な色をしている場合が多く、近寄らない方が良い。,CS01-新天地_グループ2,#モンスターカード
215,雪女,雪女 / ゆきおんな,3,"水,妖怪",500,場に出た時、相手のモンスター1体は「自分のターン終了時まで攻撃できない。」を持つ。自分のデッキから[水]の魔法1枚までを手札に加える。,吹雪を吐くことができる氷雪の妖怪。一部の地域では神とされることも。,STR07-妖の饗宴,#モンスターカード
216,大翼のハーピー,大翼のハーピー / たいよくのはーぴー,3,"風,ハーピー",800,相手の翼は発動しない。,森に住むハーピーの長。他の個体より翼が大きく、運動性能が高い。,CS03-共鳴地_グループ2,#モンスターカード
217,夢見のオオクジラ,夢見のオオクジラ / ゆめみのおおくじら,3,"水,夢,獣",900,相手のモンスターはこれにしか攻撃できない。自分のターン開始時、自分のデッキから3コスト以下の[夢]1枚までを使用する。場に出た時、自分の捨て札から[夢]1枚までを手札に加える。,[オリカチケット/狼月]深い、深い記憶の底で長い、長い時間の中で皆の夢を取り込み続けた鯨は やがて現へと昇華する,プロモーションカード,#モンスターカード #オリカ
218,原始の種,原始の種 / げんしのたね,3,"地,植物",600,攻撃できない。攻撃されない。(2) 自分のデッキから[植物]1枚までを手札に加える。(6) 自分の手札かデッキから[植物]1体までを出す。,滅多に見ることのない、地表に露出した種。硬い根で構成され、その頂点部には種類不明の種子が付着している。,DES01-闘争本能_グループ2,#モンスターカード
219,夢幻の管理人,夢幻の管理人 / むげんのかんりにん,3,"夢,人魚",700,(これをタップ) モンスター1体に (自分の捨て札の[夢]の数×300) ダメージ。(7) 自分の捨て札から「夢幻竜」3体までを出す。,夢を見るには対価が必要でしょう？貴方は何を差し出せるかしら。,RP02-ランダムパスvol2_グループ2,#モンスターカード
220,夢の案内人,夢の案内人 / ゆめいのあんないにん,3,"夢,ヒト",900,共鳴召喚：[夢]×2場に出た時、自分は3枚引く。,迷える人の元に現れる正体不明の案内人。その道の果てが祝福か破滅かは誰も分からない。,RP02-ランダムパスvol2_グループ2,#モンスターカード
221,飛天の騎獣,飛天の騎獣 / ひてんのきじゅう,3,"風,グリフォン",700,相手のモンスターはプレイヤーに攻撃できない。(2) 自分の[ヒト]1体は「場に出たターンでも攻撃できる。」を持つ。,騎士団の元で騎獣として正式に採用されたグリフォン。強力な機動力を持ちながら、単体でも攻撃性能を有するた め重宝されている。,DES03-楽園賛歌_グループ2,#モンスターカード
222,双鋏型掘削機,双鋏型掘削機 / そうきょうがたくっさくき,3,"地,水,機械",900,攻撃されない。場に出た時と (2) 、相手のデッキの上1枚を捨てる、相手のモンスター1体を-600。,イラスト/yatto[オリカチケット/yatto]蟹を模した掘削機。ヒト知れず地下や海底を掘り進める。,プロモーションカード,#モンスターカード #オリカ
223,飛びレイピア,飛びレイピア / とびれいぴあ,3,装備,800,相手のモンスターはプレイヤーに攻撃できない。,浮遊移動するレイピア型の魔物。細長い剣状の器官で、道行く物を阻む。,RP02-ランダムパスvol2_グループ8,#モンスターカード
224,因幡の白うさぎ,因幡の白うさぎ / いなばのしろうさぎ,3,"地,神,獣",900,相手のターン終了時まで攻撃されない。相手の[神]モンスターが場に出た時、これをデッキの下に戻す。(自分の他の名前に「鮫」か「サメ」を含むモンスター1体を破壊) これをアンタップする。,[オリカチケット/sirousa]神話の時代から生きる動物。遠い昔、サメから辱めを受けた過去があり、過去に触れると地の果てまで追ってくる。今は昼夜を惜しまぬ筋トレによりサメを一本釣りできるよ うになったらしい。,プロモーションカード,#モンスターカード #オリカ
225,魔力炉,魔力炉 / まりょくろ,3,"火,機械",300,攻撃できない。攻撃されない。自分のターン終了時、自分は1枚引く。(3) 自分は2枚引く。,古代の戦闘兵器の心臓部を改造して作られた装置。火力をエネルギーに変換する機構が組み込まれている。,STR02-立ちはだかる氷像,#モンスターカード
226,シビレナマズ,シビレナマズ / しびれなまず,3,"雷,魚",700,(これをタップ) これに600ダメージ、[水]1体に1000ダメージ。(これを破壊) [水]1体を破壊する。,森林にある川や池などに生息するナマズ。電気を攻撃手段として用いるが、自分もちょっと痺れてい る。,CS02-未開地_グループ2,#モンスターカード
227,ドラゴンヘッド,ドラゴンヘッド / どらごんへっど,3,"火,機械",300,場に出た時、自分のデッキから2コスト以下の[火]の魔法1枚までを使用する。,炎を吐く竜の模型が取り付けられた浮遊する機械。誰かが祭事の演出用機械を改造して作ったと噂されてい る。,RP01-ランダムパスvol1_グループ3,#モンスターカード
228,慈愛フェアリー,慈愛フェアリー / じあいふぇありー,3,妖精,300,場に出た時と (4) 、自分を300回復、自分は2枚引く。,魔源の泉周辺に住む妖精。一般的なフェアリーより一回り大きな羽と体を持つ。慈愛に満ち、全ての生物に平等な恵みを与える。,プロモーションカード,#モンスターカード
229,弱気な海賊娘,弱気な海賊娘 / よわきなかいぞくじょう,3,"ヒト,海賊",700,場に出た時、自分の手札かデッキから「海賊砲」1枚までを出す。(これをタップ) 相手に200ダメージ。,臆病病で弱気な性格のため不向きに見えるが、砲撃が着弾した瞬間さえ見なければ大丈夫らしい。,RP02-ランダムパスvol2_グループ5,#モンスターカード
230,エルフの射手,エルフの射手 / えるふのしゃしゅ,3,"地,エルフ",800,自分の[地]のエネルギーが場に無い時使用できず場に出せない。場に出た時、相手の[ドラゴン]又は[鳥]又は[ハーピー]又は[グリフォン]又は[ペガサス]1体を破壊する。,,STR09-真なる力_グループ1,#モンスターカード
231,悪逆のユナロス,悪逆のユナロス / あくぎゃくのゆなろす,3,"闇,ヒト",900,相手の効果で選ばれない。被攻撃時、これを全回復。相手のモンスターが場に出た時、相手に300ダメージ、自分を300回復。,[オリカチケット/アナログ]礼儀正しく穏やかな表情と、冷静な一面を併せ持つ貴公子。目的のためなら、仲間や約束さえも迷わず切り捨てる。,プロモーションカード,#モンスターカード #オリカ
